t,truth,observed,missing
143,0.2621975706232603,0.04921846222710635,0
144,0.29335978329059886,0.3987720578726055,0
145,0.3168449536976872,0.393133545511395,0
146,0.34745613438631207,0.1832123579978097,0
147,0.3988500083790212,0.4740471591876454,0
148,0.4813926930332242,0.49480245450794136,0
149,0.6004682300805964,0.5580081126115298,0
150,0.7554731974338915,0.7115860780492207,0
151,0.9396379868316145,0.8925974489770306,0
152,1.1407033371645396,1.100016640743697,0
153,1.3423648217030502,1.4143777394219375,0
154,1.5262938168076088,1.5846369618299285,0
155,1.6744651066492664,1.6483138324224451,0
156,1.7714792965384245,1.7818864498445333,0
157,1.806568296286149,1.3594521710068708,0
158,1.775014293083667,1.9646707667267513,0
159,1.67879117803981,1.7265659640361122,0
160,1.5263417252823213,1.4339883076986613,0
161,1.3315198680053675,1.4449762363589012,0
162,1.1118395110129216,0.8731097684215083,0
163,0.8862643364387963,0.7966741510361556,0
164,0.6728344468723627,0.6433018833534093,0
165,0.4864471676885448,0.5504458168487613,0
166,0.3370880068617534,0.47080333995620277,0
167,0.22874653440953888,0.2968664711185688,0
168,0.15915907266890703,0.018421184461394458,0
169,0.12040813190101077,-0.009633534000995314,0
170,0.10029260860661032,0.07234961505170054,0
171,0.08427854523840161,0.1965010054989909,0
172,0.05776180713258311,0.28572733004936246,0
173,0.008331960190412935,-0.2958573378787052,0
174,-0.07227338770489877,-0.11267941476596338,0
175,-0.18679248699742362,-0.25985000401348823,0
176,-0.3318318907819575,-0.37190342268615356,0
177,-0.49811356469598045,-0.5614727229782203,1
178,-0.6715469024063067,-1.0625926310419045,1
179,-0.8349839626087715,-0.5344571620900676,1
180,-0.9704234015712255,-0.7013518540245465,1
181,-1.0613673641309713,-1.251943501276298,1
182,-1.095014293083667,-1.1390537120621713,1
183,-1.063992110194988,-1.1878319229147885,1
184,-0.9673976202495221,-0.9387183730013653,1
185,-0.8110010120458618,-0.8454502774370676,1
186,-0.6065864254142238,-0.7115578237187781,1
187,-0.3705155934458645,-0.5457100944573978,1
188,-0.12170589325493752,-0.19579725334343517,1
189,0.12070733247726662,0.288145675069009,1
190,0.339712183409257,0.47366935995433224,1
191,0.522453275319448,0.5478929655434778,1
192,0.6616864271652849,0.47840839230517407,1
193,0.756463314481572,0.7256051815304342,0
194,0.8119586484004591,0.8910866593513794,0
195,0.8384683691629028,0.8804912117638877,0
196,0.849719336907914,0.9031506716595193,0
197,0.8607239347767844,0.9167415502088829,0
198,0.8854743198600804,0.5173488300905003,0
199,0.934792486997424,1.2968820330764073,0
200,1.0146309586267848,0.90360255982512,0
201,1.1250576697287786,1.2620024033484258,0
202,1.2600657583658066,1.3673942181239913,0
203,1.4082370482074693,1.5163222058002896,0
204,1.5541721445641516,1.4333107917330046,0
205,1.6804959177483885,1.6760630065207478,0
206,1.7701687932494723,1.6716621807720344,0
207,1.8087923004659987,1.8991329765524287,0
208,1.7865974299785092,1.6255642288373067,0
209,1.699846511880053,1.7338964101846719,0
210,1.5514578717968002,1.753061889446313,0
211,1.3507668504529458,1.3103566628042338,0
212,1.1124528076562432,1.0677143326128666,0
213,0.8547738115632282,0.780349376784045,0
214,0.597343711557947,0.7728666437353651,0
215,0.3587476568357368,0.20445901161157734,0
216,0.15431357283471586,0.17526517245740905,0
217,-0.005664246636744419,-0.07850499654428156,0
218,-0.1170145433676541,-0.24252338735698656,0
219,-0.18194951320339686,-0.17929565486540608,0
220,-0.20846625130921476,-0.2681203463055427,0
221,-0.20897519178385698,-0.3318788173264457,0
222,-0.19834576624265715,-0.01422772225605734,0
223,-0.1916379868316201,-0.18180262631542174,0
224,-0.20183076835577424,-0.31739819273458764,0
225,-0.23785785999978687,-0.4767298706234602,0
226,-0.30322025853161777,-0.1139943927104117,0
227,-0.39536560182488584,-0.44297834065267183,0
228,-0.505920887557074,-0.49202517835807563,0
229,-0.6217490033470858,-0.5844646981006767,0
230,-0.7266876492089813,-0.5639499065472073,0
231,-0.8037364054988005,-0.6581287771482556,0
232,-0.8373964978233319,-0.8628180499807141,0
233,-0.8158465118800515,-0.7270838290768715,0
234,-0.7326588039519808,-0.6688157429748387,0
235,-0.587822745420145,-0.5698477425479623,0
236,-0.38793395169673855,-0.4817827192108324,0
237,-0.14552072596453874,-0.3321570785177207,0
238,0.12240503143497528,0.09626296048983926,0
239,0.39638089678168653,0.2413615572080888,0
